Wavl[A],Elm,Ion,Elow[eV],UnBrCalDep
4508.24,Ni,1,3.542,0.031
4508.27,Ti,1,2.175,0.132
4508.29,Fe,2,2.856,0.844
4508.69,Fe,1,4.283,0.288
4509.17,Ce,2,1.348,0.04
4509.22,Fe,1,4.985,0.072
4509.27,Fe,1,3.047,0.139
4509.3,Fe,1,3.695,0.213
4509.73,Fe,1,4.22,0.689
4509.93,Fe,1,2.728,0.049
4510.15,Pr,2,0.422,0.082
4510.76,Ce,2,0.587,0.033
4510.82,Fe,1,3.602,0.201
4511.05,Fe,1,3.943,0.151
4511.31,In,1,0.274,0.136
4511.41,Fe,1,4.638,0.043
4511.77,Cr,2,6.484,0.023
4511.8,Cr,1,3.087,0.066
4511.83,Sm,2,0.185,0.109
4511.84,Ti,1,2.25,0.144
4511.89,Cr,1,3.087,0.606
4512.17,Cr,1,3.168,0.039
4512.27,Ca,1,2.5257,0.41
4512.39,Fe,1,4.559,0.33
4512.72,V,2,3.796,0.051
4512.73,Ti,1,0.836,0.827
4512.99,Ni,1,3.706,0.391
4513.26,Fe,1,4.256,0.024
4513.31,Ni,1,4.419,0.049
4513.33,Nd,2,0.064,0.084
4513.6,Fe,1,4.58,0.142
4513.71,Fe,1,2.588,0.032
4513.72,Ti,1,1.43,0.232
4514.09,Cr,1,4.099,0.021
4514.11,Fe,1,4.294,0.035
4514.17,Co,1,3.713,0.08
4514.18,V,1,1.945,0.079
4514.18,Fe,1,3.0469,0.806
4514.27,Ti,1,2.175,0.021
4514.35,Cr,1,4.186,0.148
4514.41,Fe,1,4.549,0.674
4514.47,Cr,1,2.914,0.205
4514.5,Fe,1,3.929,0.086
4514.5,Gd,2,1.372,0.036
4515.1,Sm,2,0.188,0.099
4515.17,Fe,1,2.8754,0.385
4515.19,Fe,2,2.544,0.044
4515.34,Fe,2,2.844,0.827
4515.43,Cr,1,3.011,0.245
4515.55,Fe,1,4.559,0.057
4515.63,Ti,1,2.117,0.036
4515.85,Ce,2,1.058,0.076
4516.27,Fe,1,3.603,0.313
4516.29,Ce,2,0.812,0.026
4516.35,Nd,2,0.321,0.164
4516.45,Fe,1,3.654,0.077
4516.63,Co,2,3.459,0.034
4516.82,Fe,1,4.256,0.027
4517.09,Co,1,3.128,0.591
4517.52,Fe,1,3.0713,0.825
4517.58,Pr,2,0.055,0.044
4517.6,Fe,1,3.96,0.467
4517.84,Ni,1,3.543,0.032
4518.02,Ti,1,0.826,0.843
4518.33,Ti,2,1.08,0.572
4518.34,Fe,1,4.549,0.242
4518.43,Fe,1,3.237,0.224
4518.58,Fe,1,2.223,0.337
4518.69,Ti,1,1.4298,0.304
4518.81,Fe,1,3.984,0.045
4519.27,Co,1,3.713,0.07
4519.46,Fe,1,4.991,0.049
4519.59,Ce,2,1.348,0.051
4519.63,Sm,2,0.544,0.142
4519.8,Ti,1,3.108,0.032
4519.83,Cr,1,3.013,0.066
4519.98,Ni,1,1.6764,0.685
4520.22,Fe,2,2.807,0.824
4520.24,Fe,1,3.071,0.033
4520.75,Fe,1,4.584,0.042
4521.32,Ni,1,4.236,0.034
4521.64,Fe,1,3.274,0.042
4521.86,Ni,1,3.74,0.094
4522.02,Cr,1,3.092,0.236
4522.08,Ce,2,0.875,0.023
4522.35,La,2,1.252,0.279
4522.37,La,2,0,0.073
4522.58,Eu,2,0.207,0.175
4522.63,Fe,2,2.844,0.858
4522.68,Fe,1,4.638,0.029
4522.71,Ni,1,4.419,0.022
4522.8,Ti,1,0.818,0.837
4522.82,Nd,2,0.742,0.032
4522.84,Gd,2,1.425,0.028
4523.03,Sm,2,0.04,0.109
4523.07,Ce,2,0.516,0.318
4523.35,Mn,1,4.666,0.045
4523.4,Fe,1,3.654,0.637
4523.57,Nd,2,0.321,0.028
4523.69,Ni,1,4.236,0.224
4523.91,Sm,2,0.434,0.165
4523.93,Fe,1,2.609,0.194
4524.21,V,1,1.893,0.176
4524.68,Ti,2,1.231,0.607
4524.73,Ti,1,3.111,0.158
4524.84,Cr,1,4.106,0.126
4524.88,Fe,1,4.607,0.183
4524.93,Ba,2,2.512,0.296
4525.13,Fe,1,3.6025,0.896
4525.16,V,1,1.942,0.057
4525.24,Ti,2,1.084,0.229
4525.25,Cr,1,4.099,0.064
4525.29,La,2,1.946,0.025
4525.86,Fe,1,2.882,0.389
4525.93,Ti,1,2.495,0.087
4526.03,Ca,1,1.886,0.108
4526.1,Cr,1,3.375,0.196
4526.11,La,2,0.772,0.128
4526.13,V,1,1.942,0.086
4526.37,Ti,1,1.502,0.772
4526.4,Fe,1,3.882,0.107
4526.45,Cr,1,2.544,0.828
4526.5,Cr,1,3.011,0.069
4526.52,Co,1,0.432,0.032
4526.56,Fe,1,3.111,0.766
4526.79,Co,1,3.713,0.124
4526.93,Ca,1,2.7091,0.797
4526.97,Cr,1,3.113,0.062
4527.23,Y,1,1.43,0.061
4527.31,Ti,1,0.813,0.822
4527.35,Cr,1,2.545,0.572
4527.35,Ce,2,0.32,0.38
4527.42,Ce,2,0.956,0.025
4527.45,Cr,1,2.9872,0.469
4527.47,Ti,1,0,0.053
4527.78,Y,1,1.398,0.026
4527.78,Fe,1,3.251,0.447
4527.91,Co,1,3.053,0.073
4528.47,Ce,2,0.864,0.354
4528.48,V,2,2.276,0.423
4528.53,Ni,1,4.154,0.343
4528.61,Fe,1,2.1759,0.945
4528.76,Fe,1,3.301,0.75
4528.82,Fe,1,3.017,0.695
4529.21,Fe,1,4.608,0.456
4529.47,Ti,2,1.572,0.801
4529.58,V,1,1.873,0.127
4529.83,Fe,1,4.652,0.091
4529.85,Cr,1,2.544,0.376
4530.47,Cr,1,2.967,0.076
4530.68,Cr,1,2.545,0.647
4530.74,Cr,1,2.545,0.798
4530.78,Cu,1,3.817,0.085
4530.87,Fe,1,2.851,0.159
4530.92,Cr,1,3.013,0.072
4530.95,Co,1,2.928,0.766
4531.07,V,1,1.945,0.022
4531.15,Fe,1,1.4848,0.931
4531.23,Cr,1,3.011,0.074
4531.47,Cr,1,4.096,0.065
4531.59,Fe,1,3.929,0.454
4531.6,Ti,1,1.443,0.046
4531.63,Fe,1,3.211,0.686
4531.64,Fe,1,3.634,0.6
4532.12,Ti,1,2.495,0.042
4532.17,V,2,3.799,0.063
4532.49,Ce,2,1.694,0.034
4532.75,Cr,1,3.422,0.054
4533.13,Fe,1,3.274,0.764
4533.24,Ti,1,0.8484,0.895
4533.7,Cr,1,3.122,0.033
4533.96,Fe,1,2.949,0.344
4533.96,Ti,2,1.237,0.923
4533.96,Cr,1,3.013,0.115
4533.98,Co,1,3.105,0.413
4534.15,Pr,2,0.63,0.027
4534.17,Fe,2,2.856,0.692
4534.55,Ti,1,2.48,0.034
4534.62,Fe,1,4.435,0.025
4534.78,Ti,1,0.836,0.885
4534.8,Cr,1,3.013,0.081
4535.14,Cr,1,2.544,0.615
4535.14,Mn,1,4.755,0.105
4535.31,Fe,1,4.301,0.185
4535.57,Ti,1,0.8259,0.872
4535.63,Fe,1,4.608,0.698
4535.7,Cr,1,2.545,0.783
4535.7,Cr,1,4.099,0.021
4535.75,Cr,1,2.545,0.52
4535.76,Zr,1,0.519,0.054
4535.84,Ti,1,1.443,0.579
4535.92,Ti,1,0.8182,0.858
4535.92,Pr,2,0,0.063
4535.96,Fe,1,4.593,0.025
4536.04,Ti,1,0.813,0.85
4536.49,Fe,1,3.6417,0.259
4536.51,Sm,2,0.104,0.055
4536.75,Fe,1,2.759,0.025
4537.65,V,1,1.804,0.057
4537.67,Fe,1,3.267,0.355
4537.87,Ce,2,0.977,0.041
4537.94,Sm,2,0.485,0.122
4538.13,Fe,1,3.96,0.174
4538.35,Fe,1,4.301,0.025
4538.56,Sm,2,0.544,0.023
4538.58,Fe,1,3.984,0.249
4538.64,Fe,1,3.695,0.144
4538.75,Fe,1,2.279,0.544
4538.83,Ti,1,2.333,0.061
4538.84,Fe,1,3.943,0.036
4538.94,Fe,1,4.186,0.162
4539.07,Ce,2,1.366,0.036
4539.6,Cr,2,4.042,0.18
4539.69,Fe,1,3.686,0.258
4539.71,Cu,1,5.153,0.033
4539.74,Ce,2,0.328,0.427
4539.76,Fe,1,4.58,0.055
4539.78,Cr,1,2.544,0.526
4540,V,1,1.893,0.063
4540.02,Gd,2,2.325,0.028
4540.18,Sm,2,0.277,0.037
4540.19,Cr,1,3.113,0.113
4540.41,Ti,1,2.334,0.097
4540.49,Ti,1,0.048,0.056
4540.5,Cr,1,2.544,0.767
4540.58,Fe,1,4.652,0.067
4540.67,Fe,1,2.99,0.324
4540.7,Cr,1,3.1044,0.746
4540.78,Co,1,3.775,0.04
4540.79,Cr,1,3.104,0.046
4540.86,Cr,1,2.987,0.215
4540.87,Ti,1,1.443,0.163
4541,Ti,1,2.267,0.023
4541.06,Cr,1,2.545,0.554
4541.23,Mn,1,4.66,0.14
4541.27,Nd,2,0.38,0.156
4541.31,Fe,1,3.251,0.331
4541.51,Cr,1,3.079,0.279
4541.52,Fe,2,2.856,0.771
4541.59,Cr,1,3.122,0.147
4541.63,Na,1,2.102,0.069
4541.67,Dy,2,2.427,0.022
4541.76,Cr,1,3.011,0.042
4541.94,Fe,1,3.267,0.237
4542.05,Sm,2,0.248,0.071
4542.22,Zr,1,0.633,0.097
4542.24,Ni,1,4.236,0.073
4542.41,Fe,1,3.64,0.704
4542.45,Fe,1,4.256,0.539
4542.6,Nd,2,0.742,0.195
4542.62,Cr,1,3.087,0.177
4542.7,Fe,1,3.686,0.433
4543.22,Fe,1,3.64,0.077
4543.73,Cr,1,2.983,0.13
4543.81,Co,1,2.718,0.334
4543.86,Fe,1,4.652,0.577
4543.94,Sm,2,0.333,0.165
4544.02,Ti,2,1.243,0.65
4544.36,Fe,1,4.652,0.271
4544.41,Mn,1,4.794,0.025
4544.48,Fe,1,3.984,0.148
4544.51,Cr,1,3.013,0.075
4544.55,Co,1,3.629,0.025
4544.61,Cr,1,2.544,0.749
4544.69,Ti,1,0.818,0.822
4544.69,Cr,2,3.105,0.031
4544.78,Fe,1,4.607,0.053
4544.83,Sm,2,0.333,0.021
4544.95,Ce,2,0.417,0.076
4545.11,Fe,1,4.559,0.054
4545.13,Ti,2,1.131,0.759
4545.18,Na,1,2.104,0.124
4545.24,Co,1,3.93,0.069
4545.33,Si,1,5.082,0.063
4545.33,Cr,1,2.544,0.451
4545.35,Ca,1,2.523,0.025
4545.39,V,1,1.955,0.375
4545.52,Fe,1,3.642,0.085
4545.75,Fe,1,3.237,0.478
4545.94,Cr,1,0.9414,0.88
4545.98,Co,1,2.718,0.113
4546.47,Fe,1,4.186,0.144
4546.68,Fe,1,3.96,0.214
4546.87,Co,1,3.409,0.021
4546.92,Ni,1,4.165,0.717
4546.99,Fe,1,4.584,0.053
4547.02,Fe,1,1.5574,0.822
4547.22,Ni,1,3.635,0.679
4547.3,Ti,1,3.104,0.322
4547.5,Cr,1,2.987,0.033
4547.8,Ti,1,2.48,0.092
4547.83,Ca,1,1.899,0.072
4547.85,Fe,1,3.5466,0.854
4548.11,Ti,1,2.495,0.126
4548.43,Fe,1,4.313,0.101
4548.65,Cr,1,4.186,0.052
4548.76,Ti,1,0.826,0.838
4549.01,Nd,2,0.559,0.025
4549.19,Fe,2,5.911,0.209
4549.47,Fe,1,3.882,0.734
4549.47,Fe,2,2.828,0.869
4549.62,Ti,2,1.584,0.921
4549.63,Ce,2,1.366,0.021
4549.65,Co,1,3.067,0.536
4549.81,Ti,2,1.18,0.747
4550.21,Fe,1,4.608,0.406
4550.29,Ce,2,1.123,0.067
4551.22,Ni,1,4.167,0.5
4551.29,Ce,2,0.74,0.085
4551.65,Fe,1,3.943,0.451
4551.81,Si,1,5.082,0.04
4551.84,V,1,1.8,0.034
4552.15,Fe,1,4.371,0.39
4552.29,Ti,2,1.116,0.578
4552.41,Ti,1,1.502,0.191
4552.43,Co,1,3.812,0.086
4552.45,Ti,1,0.836,0.837
4552.66,Sm,2,0.248,0.096
4552.87,Cr,1,4.468,0.024
4553.16,Ni,1,3.6577,0.293
4553.33,Co,1,3.17,0.031
4553.34,Fe,1,5.012,0.061
4553.39,Ti,1,3.062,0.031
4553.48,Fe,1,3.071,0.031
4553.93,Zr,2,2.42,0.067
4554.01,Cr,1,4.096,0.079
4554.03,Ba,2,0,0.947
4554.44,Sm,2,0.104,0.059
4554.45,Fe,1,2.865,0.485
4554.52,Ru,1,0.811,0.154
4554.82,Cr,1,3.113,0.181
4554.99,Cr,2,4.071,0.562
4555.07,Ti,1,2.408,0.082
4555.08,Cr,1,3.104,0.18
4555.14,Nd,2,0.559,0.025
4555.29,Cr,1,3.435,0.114
4555.43,Ce,2,2.577,0.021
4555.48,Ti,1,0.8484,0.817
4555.75,Fe,1,3.274,0.145
4555.89,Fe,2,2.828,0.836
4555.97,Fe,1,4.559,0.14
4556.09,Fe,1,2.949,0.663
4556.1,Fe,1,3.943,0.026
4556.13,Fe,1,3.6025,0.884
4556.13,Nd,2,0.064,0.067
4556.17,Cr,1,3.113,0.418
4556.73,Nd,2,0.182,0.064
4556.92,Fe,1,3.251,0.463
4556.93,Cr,1,3.195,0.08
4557.41,Ce,2,0.74,0.023
4557.56,Fe,1,4.991,0.042
4557.75,Fe,1,4.446,0.103
4557.85,Co,1,3.629,0.049
4557.85,Ti,1,2.472,0.113
4558.08,Gd,2,0.499,0.021
4558.11,Fe,1,3.642,0.448
4558.11,Fe,1,3.984,0.143
4558.11,Ti,1,2.345,0.094
4558.13,Ti,1,2.345,0.054
4558.22,Fe,1,4.283,0.302
4558.45,V,2,3.803,0.046
4558.46,La,2,0.321,0.167
4558.6,Ce,2,0.609,0.043
4558.65,Cr,2,4.073,0.764
4558.76,Ce,2,1.533,0.021
4558.78,Cr,2,4.074,0.083
4559.28,La,2,0.772,0.035
4559.92,Ti,1,1.46,0.297
4559.92,Ni,1,3.539,0.329
4560,Cr,1,4.186,0.058
4560.09,Fe,1,3.6025,0.725
4560.26,Fe,1,2.832,0.37
4560.28,Ce,2,0.91,0.293
4560.42,Sm,2,0.04,0.065
4560.49,Cr,1,2.544,0.069
4560.72,V,1,1.95,0.319
4560.87,Fe,1,4.607,0.044
4560.96,Ce,2,0.684,0.169
4561.17,Nd,2,0,0.156
4561.2,Fe,1,4.32,0.653
4561.39,Mg,1,4.346,0.551
4561.41,Fe,1,4.415,0.625
4561.43,Fe,1,2.759,0.532
4561.51,Cr,1,4.096,0.021
4561.73,Fe,1,4.559,0.029
4562.23,Ni,1,3.399,0.044
4562.36,Ce,2,0.478,0.54
4562.63,Ti,1,0.021,0.271
4562.82,Fe,1,4.733,0.076
4563.15,Pr,2,0.216,0.042
4563.36,Ce,2,0.9,0.027
4563.41,Cr,1,2.987,0.064
4563.42,Ti,1,2.427,0.128
4563.65,Cr,1,3.092,0.18
4563.76,Ti,2,1.221,0.914
4563.88,Fe,1,4.549,0.368
4563.98,Co,1,3.629,0.03
4564.15,Cr,1,4.778,0.2
4564.21,Ti,1,1.46,0.08
4564.34,Fe,1,4.371,0.534
4564.58,V,2,2.268,0.272
4564.7,Fe,1,3.6537,0.64
4564.82,Fe,1,3.071,0.53
4564.85,Co,1,3.629,0.058
4565.13,Fe,1,4.415,0.115
4565.2,Ca,1,4.624,0.024
4565.24,Fe,1,4.371,0.029
4565.31,Fe,1,3.274,0.565
4565.36,Fe,1,3.252,0.463
4565.36,Zr,2,1.773,0.071
4565.41,Fe,1,4.446,0.563
4565.5,Cr,1,0.983,0.802
4565.58,Co,1,3.016,0.616
4565.66,Fe,1,3.241,0.744
4565.74,Cr,2,4.042,0.353
4565.84,Ce,2,1.088,0.123
4566.02,Mn,1,4.66,0.098
4566.2,Sm,2,0.333,0.137
4566.51,Fe,1,3.301,0.739
4566.61,Co,1,3.812,0.088
4566.68,Fe,1,2.559,0.09
4566.87,Fe,1,4.313,0.745
4566.99,Fe,1,3.415,0.692
4567.41,Ni,1,3.543,0.091
4567.52,Si,1,4.93,0.033
4567.61,Nd,2,0.205,0.07
4568.31,Ti,2,1.224,0.548
4568.6,Fe,1,3.928,0.267
4568.76,Fe,1,3.266,0.632
4568.84,Fe,1,3.635,0.448
4569.09,Fe,1,2.845,0.043
4569.25,Co,2,3.406,0.042
4569.35,Fe,1,4.256,0.053
4569.52,Cr,1,3.122,0.223
4569.61,Cr,1,3.122,0.498
4569.64,Ni,1,3.74,0.131
4569.67,Ce,2,1.355,0.043
4570.02,Co,1,3.632,0.203
4570.24,Cr,1,3.013,0.084
4570.42,V,1,1.955,0.054
4570.52,Cr,1,2.987,0.129
4570.9,Ti,1,2.396,0.084
4570.92,Ca,1,5.045,0.023
4570.97,Cr,1,3.122,0.045
4571.09,Cr,1,3.013,0.1
4571.1,Mg,1,0,0.864
4571.24,Cr,2,3.104,0.023
4571.29,Fe,1,4.652,0.301
4571.35,Fe,1,3.695,0.067
4571.44,Fe,1,2.875,0.353
4571.63,Fe,1,4.371,0.067
4571.67,Cr,1,2.544,0.697
4571.78,V,1,1.945,0.242
4571.82,Cr,1,3.849,0.155
4571.92,Cr,1,3.104,0.035
4571.97,Ti,2,1.572,0.91
4572.01,Ce,2,0.327,0.021
4572.04,Ni,1,4.266,0.593
4572.07,Ti,1,2.48,0.026
4572.19,Cr,1,3.322,0.037
4572.28,Ce,2,0.684,0.372
4572.79,Ce,2,1.482,0.027
4572.86,Fe,1,3.654,0.214
4572.92,Ti,1,2.48,0.062
4573.39,Fe,1,3.929,0.428
4573.98,Ni,1,3.399,0.035
4573.98,Sc,1,2.614,0.023
4574.22,Fe,1,3.2112,0.677
4574.5,Zr,2,2.432,0.035
4574.72,Fe,1,2.279,0.798
4574.86,La,2,0.173,0.18
4574.93,Co,1,0.923,0.022
4575.11,Cr,1,3.369,0.212
4575.51,Ti,1,2.495,0.05
4575.52,Zr,1,0,0.047
4575.78,Fe,1,3.3015,0.336
4575.82,Fe,1,3.882,0.021
4576.34,Fe,2,2.844,0.769
4576.48,Ti,1,2.334,0.092
4576.52,Fe,1,3.64,0.065
4576.77,Cr,1,3.079,0.063
4577.06,Ti,1,2.16,0.064
4577.13,V,2,2.276,0.061
4577.17,V,1,0,0.557
4577.69,Sm,2,0.248,0.14
4577.79,Fe,2,3.197,0.028
4578.06,Mn,1,4.64,0.035
4578.32,Cr,1,3.85,0.102
4578.55,Ca,1,2.5212,0.808
4578.71,Tb,2,0.439,0.022
4578.73,V,1,1.942,0.216
4578.73,Fe,1,4.549,0.052
4578.78,Ce,2,1.615,0.022
4578.89,Nd,2,0.321,0.111
4579.01,Fe,1,3.984,0.052
4579.07,Fe,1,3.274,0.189
4579.13,Sm,2,0.185,0.022
4579.19,V,1,1.95,0.071
4579.26,Ce,2,2.589,0.027
4579.31,Fe,1,3.695,0.386
4579.31,Nd,2,0.742,0.128
4579.33,Fe,1,2.8326,0.471
4579.36,Co,1,3.952,0.046
4579.53,Fe,2,6.226,0.047
4579.62,Cr,1,4.778,0.06
4579.68,Fe,1,3.642,0.128
4579.71,Ti,2,5.032,0.021
4579.8,Fe,1,2.279,0.029
4579.82,Fe,1,3.0713,0.415
4580.05,La,2,0.709,0.07
4580.05,Cr,1,0.941,0.838
4580.06,Fe,2,2.583,0.603
4580.13,Co,1,0.923,0.205
4580.39,V,1,0.017,0.69
4580.43,Ti,2,1.231,0.466
4580.46,Fe,1,2.832,0.48
4580.57,Fe,1,3.654,0.586
4580.6,Fe,1,4.559,0.066
4580.6,Ni,1,3.655,0.203
4580.67,Fe,1,2.949,0.034
4581.1,Cr,1,3.011,0.094
4581.19,Fe,1,4.607,0.058
4581.23,V,1,1.873,0.027
4581.37,Co,1,3.133,0.069
4581.4,Ca,1,2.523,0.856
4581.41,Ni,1,3.597,0.055
4581.47,Ca,1,2.523,0.405
4581.49,Co,1,3.775,0.127
4581.51,Fe,1,3.241,0.782
4581.59,Co,1,2.958,0.668
4582.17,Cr,1,3.966,0.055
4582.29,Fe,1,4.58,0.027
4582.41,Ce,2,0.809,0.027
4582.42,Cr,1,4.106,0.056
4582.5,Ce,2,0.696,0.165
4582.56,Gd,2,1.06,0.031
4582.84,Fe,2,2.844,0.723
4582.94,Fe,1,2.845,0.232
4583.13,Fe,1,4.371,0.389
4583.41,Ti,2,1.165,0.515
4583.72,Fe,1,3.111,0.729
4583.78,V,1,1.945,0.021
4583.84,Fe,2,2.807,0.878
4583.9,Cr,1,3.013,0.11
4584,Fe,2,2.704,0.321
4584.03,Nd,2,0.205,0.028
4584.09,Cr,1,3.122,0.228
4584.44,Ru,1,1.002,0.03
4584.6,Fe,1,4.549,0.786
4584.72,Fe,1,3.603,0.758
4584.75,Cr,1,3.013,0.056
4584.82,Fe,1,3.603,0.475
4584.83,Sm,2,0.434,0.094
4584.93,Mn,1,4.827,0.025
4584.93,Cr,1,3.375,0.124
4585.07,Cr,1,3.449,0.156
4585.24,Ca,1,4.443,0.029
4585.34,Fe,1,4.608,0.615
4585.59,Fe,1,3.017,0.063
4585.75,Ti,1,3.104,0.148
4585.87,Ca,1,2.5257,0.837
4585.87,Cr,1,3.01,0.077
4585.96,Ca,1,2.526,0.776
4585.97,Ni,1,4.088,0.106
4586.04,Ca,1,2.526,0.18
4586.14,Cr,1,3.113,0.244
4586.23,Fe,1,4.371,0.556
4586.37,V,1,0.04,0.733
4586.94,Co,1,0.514,0.114
4586.95,Cu,1,5.102,0.056
4586.98,Cr,1,3.011,0.04
4586.99,Fe,1,2.99,0.112
4587.13,Fe,1,3.5732,0.772
4587.66,Fe,1,4.415,0.024
4587.72,Fe,1,3.984,0.379
4587.82,Cr,1,3.087,0.039
4587.87,Cr,1,3.011,0.035
4587.99,Fe,1,4.283,0.067
4588.2,Cr,2,4.071,0.732
4588.41,Ni,1,4.088,0.038
4588.54,Fe,1,4.301,0.047
4588.73,Co,1,0.432,0.314
4588.77,V,1,1.945,0.028
4589.29,Fe,1,2.692,0.043
4589.4,Fe,1,5.033,0.033
4589.9,Cr,2,4.072,0.103
4589.95,Ti,2,1.237,0.462
4590.41,Fe,1,4.58,0.025
4590.48,Cr,1,4.49,0.032
4590.5,V,2,3.796,0.054
4590.79,Fe,1,4.387,0.376
4591.12,Ce,2,1.107,0.053
4591.39,Cr,1,0.968,0.824
4591.48,Cr,1,3.422,0.03
4591.81,Sm,2,0.185,0.064
4592.02,Fe,1,5.012,0.142
4592.05,Cr,2,4.074,0.564
4592.43,Fe,1,4.103,0.432
4592.52,Ni,1,3.543,0.8
4592.53,Cr,1,4.455,0.092
4592.65,Fe,1,1.5574,0.908
4593.37,Fe,1,4.607,0.368
4593.53,Fe,1,3.943,0.448
4593.53,Sm,2,0.378,0.069
4593.83,Fe,2,2.891,0.174
4593.93,Ce,2,0.696,0.296
4594.12,V,1,0.0686,0.714
4594.4,V,1,1.955,0.021
4594.45,Nd,2,0.205,0.058
4594.47,Fe,1,4.608,0.026
4594.49,Ti,1,2.345,0.034
4594.63,Co,1,3.632,0.196
4594.94,Fe,1,3.274,0.514
4595.21,Fe,1,3.634,0.284
4595.28,Sm,2,0.485,0.117
4595.36,Fe,1,3.301,0.782
4595.59,Cr,1,4.186,0.443
4595.68,Fe,2,2.856,0.167
4595.74,Fe,1,4.559,0.072
4595.94,Ni,1,3.42,0.669
4596.02,Fe,2,6.226,0.082
4596.06,Fe,1,3.6025,0.776
4596.37,Cr,1,4.099,0.029
4596.38,Ni,1,4.089,0.593
4596.39,Cr,1,3.435,0.032
4596.41,Fe,1,3.654,0.08
4596.57,Fe,1,3.237,0.022
4596.89,Co,1,3.632,0.263
4596.9,Fe,1,4.584,0.024
4596.98,Gd,2,0.522,0.039
4596.99,Fe,1,3.267,0.199
4597.01,Nd,2,0.205,0.095
4597.06,Fe,1,0.99,0.061
4597.25,Fe,1,4.387,0.68
4597.38,Fe,1,4.559,0.321
4597.75,Fe,1,4.608,0.439
4597.8,Fe,1,4.584,0.027
4597.87,Fe,1,4.435,0.684
4597.91,Gd,2,0.602,0.486
4598.12,Fe,1,3.283,0.806
4598.32,Fe,1,0.958,0.337
4598.34,Ni,1,3.597,0.037
4598.35,Sm,2,0.333,0.021
4598.43,Cr,1,3.113,0.1
4598.74,Fe,1,3.654,0.276
4598.97,Ti,1,2.333,0.085
4599,Cr,1,3.092,0.093
4599.74,Fe,1,3.301,0.189
4599.84,Fe,1,4.313,0.664
4600.1,Cr,1,2.544,0.506
4600.17,V,2,2.265,0.214
4600.27,Ti,2,1.243,0.171
4600.36,Ni,1,3.597,0.76
4600.6,Ti,1,2.334,0.065
4600.75,Cr,1,1.004,0.863
4600.79,Fe,1,4.584,0.052
4600.79,Cr,1,2.967,0.028
4600.93,Fe,1,3.237,0.575
4601.02,Cr,1,2.545,0.487
4601.06,Gd,2,0.556,0.053
4601.13,Cr,1,3.122,0.174
4601.26,Si,1,5.082,0.128
4601.34,Fe,1,4.076,0.037
4601.38,Fe,2,2.891,0.073
4601.4,Ni,1,4.088,0.148
4601.88,Cr,1,4.446,0.022
4602,Fe,1,1.608,0.853
4602.51,Cr,1,3.449,0.046
4602.57,Zr,1,1.875,0.031
4602.75,Fe,2,2.544,0.029
4602.94,Fe,1,1.4848,0.922
4602.97,V,1,1.873,0.023
4603.34,Fe,1,2.8451,0.362
4603.95,Fe,1,2.99,0.339
4604.17,Sm,2,0.04,0.046
4604.24,Fe,1,2.832,0.107
4604.56,Fe,1,4.473,0.67
4604.78,Ni,1,4.236,0.057
4604.85,Fe,1,3.634,0.117
4604.98,Ni,1,3.48,0.812
4605.01,Fe,1,4.218,0.022
4605.1,Fe,1,2.858,0.526
4605.35,V,2,2.268,0.395
4605.37,Mn,1,4.726,0.285
4605.59,Fe,1,4.32,0.687
4605.77,La,2,0.709,0.051
4606.15,V,1,0.017,0.179
4606.2,Fe,1,4.638,0.022
4606.22,Ni,1,3.597,0.667
4606.38,Cr,1,4.449,0.071
4606.4,Ce,2,0.91,0.158
4606.51,Sm,2,0,0.063
4607.09,Fe,1,3.415,0.077
4607.33,Sr,1,0,0.78
4607.38,Nd,2,0.559,0.056
4607.51,Cr,1,4.106,0.031
4607.59,Mn,1,2.888,0.065
4607.65,Fe,1,3.984,0.196
4607.65,Fe,1,3.266,0.818
4608.17,Ni,1,4.088,0.1
4609.26,Ti,2,1.18,0.236
4609.56,Ti,1,3.104,0.033
4609.9,Cr,1,4.447,0.051
4609.9,Ni,1,4.0881,0.427
4611.04,Cr,1,2.967,0.037
4611.06,Fe,1,3.301,0.319
4611.18,Fe,1,2.851,0.661
4611.28,Fe,1,3.654,0.862
4611.29,Fe,1,3.654,0.485
4611.34,Fe,1,4.415,0.032
4611.35,Fe,1,0.915,0.761
4611.96,Cr,1,3.368,0.152
4612.08,Pr,2,0,0.034
4612.46,Nd,2,0.064,0.034
4612.6,Fe,1,4.607,0.086
4612.64,Fe,1,2.832,0.147
4612.72,Fe,1,4.593,0.047
4612.93,Fe,1,4.446,0.124
4613.2,Fe,1,3.292,0.793
4613.23,Fe,1,4.435,0.074
4613.36,Cr,1,0.961,0.829
4613.39,La,2,0.709,0.113
4613.71,Fe,1,4.608,0.088
4613.95,Zr,2,0.972,0.159
4613.96,Fe,1,4.607,0.039
4614.01,Co,1,3.971,0.059
4614.11,Ti,1,2.231,0.123
4614.2,Fe,1,3.301,0.484
4614.27,Ti,1,2.408,0.026
4614.38,Fe,1,4.593,0.044
4614.51,Cr,1,3.85,0.109
4614.58,Ni,1,3.597,0.071
4614.73,Cr,1,3.369,0.052
4615.2,Fe,1,4.593,0.039
4615.39,Ni,1,4.105,0.158
4615.44,Sm,2,0.544,0.068
4615.57,Fe,1,4.58,0.522
4615.62,Mn,1,4.666,0.021
4615.68,Sm,2,0.188,0.104
4615.73,Fe,1,4.593,0.168
4616.12,Cr,1,0.983,0.87
4616.25,Ti,1,3.108,0.185
